#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-07T01:02:54 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-07T01:02:54	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=1000&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/tables&-order=I&-out=Mini&Mini=7&-out=track&track=track&Zini=0.014&-out=Rot&Rot=r&-out=Time&-out=Mass&-out=logL&-out=logTe&-out=X&-out=Y&-out=C12&-out=C13&-out=N14&-out=O16&-out=O17&-out=O18&-out=Ne20&-out=Ne22&-out=Al26&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	track	(a5)	Evolutionary trask for this mass	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Time	(E12.5)	Age	[ucd=time.age]
#Column	Mass	(F7.3)	Actual mass	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	X	(F6.4)	H surface abundance (mass fraction)	[ucd=phys.abund.Fe]
#Column	Y	(F6.4)	He surface abundance (mass fraction)	[ucd=phys.abund.Y]
#Column	C12	(E9.2)	12C surface abundance (mass fraction)	[ucd=meta.note]
#Column	C13	(E9.2)	13C surface abundance (mass fraction)	[ucd=meta.note]
#Column	N14	(E9.2)	14N surface abundance (mass fraction)	[ucd=meta.note]
#Column	O16	(E9.2)	16O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O17	(E9.2)	17O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O18	(E9.2)	18O surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne20	(E9.2)	20Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne22	(E9.2)	22Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Al26	(E9.2)	26Al surface abundance (mass fraction)	[ucd=phys.abund]
Mini;track;Rot;Time;Mass;logL;logTe;X;Y;C12;C13;N14;O16;O17;O18;Ne20;Ne22;Al26
  7.00;track;r; 1.42391e+07;  7.000;  3.278;4.308;0.7200;0.2660; 2.28e-03; 2.80e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 1.51646e+07;  7.000;  3.283;4.307;0.7200;0.2660; 2.28e-03; 2.82e-05; 6.60e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 1.59882e+07;  7.000;  3.288;4.307;0.7200;0.2660; 2.28e-03; 2.85e-05; 6.61e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 1.68440e+07;  7.000;  3.293;4.306;0.7200;0.2660; 2.28e-03; 2.88e-05; 6.62e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 1.76752e+07;  7.000;  3.299;4.305;0.7200;0.2660; 2.28e-03; 2.92e-05; 6.63e-04; 5.72e-03; 2.28e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 1.84879e+07;  7.000;  3.304;4.305;0.7200;0.2660; 2.28e-03; 2.96e-05; 6.65e-04; 5.72e-03; 2.29e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 1.93375e+07;  7.000;  3.309;4.304;0.7200;0.2660; 2.27e-03; 3.01e-05; 6.67e-04; 5.72e-03; 2.29e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.01133e+07;  7.000;  3.314;4.303;0.7200;0.2660; 2.27e-03; 3.07e-05; 6.70e-04; 5.72e-03; 2.30e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.09814e+07;  7.000;  3.320;4.303;0.7200;0.2660; 2.27e-03; 3.15e-05; 6.74e-04; 5.72e-03; 2.32e-06; 1.29e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.17202e+07;  7.000;  3.325;4.302;0.7200;0.2660; 2.26e-03; 3.22e-05; 6.78e-04; 5.72e-03; 2.33e-06; 1.28e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.24591e+07;  7.000;  3.330;4.301;0.7200;0.2660; 2.26e-03; 3.30e-05; 6.83e-04; 5.72e-03; 2.35e-06; 1.28e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.32348e+07;  7.000;  3.335;4.301;0.7200;0.2660; 2.26e-03; 3.38e-05; 6.88e-04; 5.71e-03; 2.36e-06; 1.28e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.39330e+07;  7.000;  3.340;4.300;0.7200;0.2660; 2.25e-03; 3.47e-05; 6.94e-04; 5.71e-03; 2.38e-06; 1.28e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.46977e+07;  7.000;  3.345;4.299;0.7200;0.2660; 2.24e-03; 3.57e-05; 7.02e-04; 5.71e-03; 2.41e-06; 1.28e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.53793e+07;  7.000;  3.350;4.298;0.7199;0.2660; 2.24e-03; 3.66e-05; 7.09e-04; 5.71e-03; 2.43e-06; 1.28e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.61107e+07;  7.000;  3.355;4.298;0.7199;0.2660; 2.23e-03; 3.76e-05; 7.17e-04; 5.71e-03; 2.46e-06; 1.27e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.67923e+07;  7.000;  3.360;4.297;0.7199;0.2660; 2.22e-03; 3.86e-05; 7.25e-04; 5.71e-03; 2.49e-06; 1.27e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.75071e+07;  7.000;  3.365;4.296;0.7199;0.2660; 2.22e-03; 3.97e-05; 7.35e-04; 5.71e-03; 2.52e-06; 1.27e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.81720e+07;  7.000;  3.370;4.295;0.7199;0.2661; 2.21e-03; 4.07e-05; 7.44e-04; 5.71e-03; 2.56e-06; 1.26e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.88070e+07;  7.000;  3.375;4.294;0.7199;0.2661; 2.20e-03; 4.18e-05; 7.55e-04; 5.70e-03; 2.60e-06; 1.26e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 2.94803e+07;  7.000;  3.380;4.293;0.7199;0.2661; 2.19e-03; 4.29e-05; 7.67e-04; 5.70e-03; 2.63e-06; 1.26e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.00788e+07;  7.000;  3.385;4.293;0.7198;0.2661; 2.18e-03; 4.39e-05; 7.78e-04; 5.70e-03; 2.67e-06; 1.25e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.07370e+07;  7.000;  3.390;4.292;0.7198;0.2661; 2.17e-03; 4.49e-05; 7.89e-04; 5.70e-03; 2.71e-06; 1.25e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.13205e+07;  7.000;  3.395;4.291;0.7198;0.2661; 2.16e-03; 4.60e-05; 8.03e-04; 5.69e-03; 2.76e-06; 1.25e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.19788e+07;  7.000;  3.400;4.290;0.7198;0.2662; 2.15e-03; 4.70e-05; 8.16e-04; 5.69e-03; 2.80e-06; 1.24e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.25623e+07;  7.000;  3.405;4.289;0.7197;0.2662; 2.14e-03; 4.80e-05; 8.29e-04; 5.69e-03; 2.85e-06; 1.24e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.31548e+07;  7.000;  3.410;4.288;0.7197;0.2662; 2.13e-03; 4.91e-05; 8.44e-04; 5.69e-03; 2.90e-06; 1.23e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.37147e+07;  7.000;  3.415;4.287;0.7197;0.2663; 2.12e-03; 5.01e-05; 8.59e-04; 5.68e-03; 2.95e-06; 1.23e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.42745e+07;  7.000;  3.419;4.286;0.7196;0.2663; 2.11e-03; 5.11e-05; 8.74e-04; 5.68e-03; 3.00e-06; 1.23e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.48211e+07;  7.000;  3.424;4.285;0.7196;0.2663; 2.10e-03; 5.20e-05; 8.88e-04; 5.68e-03; 3.05e-06; 1.22e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.53410e+07;  7.000;  3.429;4.284;0.7196;0.2664; 2.08e-03; 5.30e-05; 9.04e-04; 5.67e-03; 3.11e-06; 1.22e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.58875e+07;  7.000;  3.434;4.283;0.7195;0.2664; 2.07e-03; 5.38e-05; 9.18e-04; 5.67e-03; 3.15e-06; 1.21e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.63941e+07;  7.000;  3.438;4.282;0.7195;0.2664; 2.06e-03; 5.47e-05; 9.34e-04; 5.67e-03; 3.21e-06; 1.21e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.69313e+07;  7.000;  3.443;4.281;0.7194;0.2665; 2.05e-03; 5.56e-05; 9.51e-04; 5.66e-03; 3.26e-06; 1.20e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.74352e+07;  7.000;  3.448;4.280;0.7194;0.2665; 2.04e-03; 5.64e-05; 9.66e-04; 5.66e-03; 3.31e-06; 1.20e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.79391e+07;  7.000;  3.452;4.279;0.7193;0.2666; 2.03e-03; 5.73e-05; 9.84e-04; 5.66e-03; 3.37e-06; 1.19e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.84310e+07;  7.000;  3.457;4.277;0.7193;0.2666; 2.01e-03; 5.80e-05; 9.99e-04; 5.65e-03; 3.42e-06; 1.19e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.89109e+07;  7.000;  3.461;4.276;0.7192;0.2667; 2.00e-03; 5.88e-05; 1.02e-03; 5.65e-03; 3.48e-06; 1.18e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.94148e+07;  7.000;  3.466;4.275;0.7192;0.2667; 1.99e-03; 5.95e-05; 1.03e-03; 5.64e-03; 3.53e-06; 1.18e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 3.98551e+07;  7.000;  3.471;4.274;0.7191;0.2668; 1.98e-03; 6.03e-05; 1.05e-03; 5.64e-03; 3.59e-06; 1.17e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.03194e+07;  7.000;  3.475;4.273;0.7191;0.2669; 1.97e-03; 6.10e-05; 1.07e-03; 5.63e-03; 3.64e-06; 1.17e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.07729e+07;  7.000;  3.480;4.271;0.7190;0.2669; 1.95e-03; 6.17e-05; 1.08e-03; 5.63e-03; 3.70e-06; 1.16e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.12048e+07;  7.000;  3.484;4.270;0.7189;0.2670; 1.94e-03; 6.23e-05; 1.10e-03; 5.63e-03; 3.76e-06; 1.16e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.16583e+07;  6.999;  3.489;4.269;0.7189;0.2671; 1.93e-03; 6.29e-05; 1.12e-03; 5.62e-03; 3.81e-06; 1.15e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.20578e+07;  6.999;  3.493;4.268;0.7188;0.2671; 1.92e-03; 6.35e-05; 1.14e-03; 5.62e-03; 3.86e-06; 1.15e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.24692e+07;  6.999;  3.497;4.266;0.7187;0.2672; 1.91e-03; 6.41e-05; 1.15e-03; 5.61e-03; 3.91e-06; 1.14e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.28968e+07;  6.999;  3.501;4.265;0.7186;0.2673; 1.90e-03; 6.46e-05; 1.17e-03; 5.61e-03; 3.96e-06; 1.14e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.32952e+07;  6.999;  3.506;4.264;0.7185;0.2674; 1.89e-03; 6.51e-05; 1.18e-03; 5.60e-03; 4.02e-06; 1.13e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.37034e+07;  6.999;  3.510;4.262;0.7185;0.2674; 1.87e-03; 6.57e-05; 1.20e-03; 5.60e-03; 4.07e-06; 1.13e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.40726e+07;  6.999;  3.514;4.261;0.7184;0.2675; 1.86e-03; 6.61e-05; 1.22e-03; 5.59e-03; 4.12e-06; 1.12e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.44545e+07;  6.999;  3.518;4.259;0.7183;0.2676; 1.85e-03; 6.66e-05; 1.23e-03; 5.59e-03; 4.17e-06; 1.12e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.48219e+07;  6.999;  3.522;4.258;0.7182;0.2677; 1.84e-03; 6.71e-05; 1.25e-03; 5.58e-03; 4.22e-06; 1.11e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.51892e+07;  6.999;  3.526;4.257;0.7181;0.2678; 1.83e-03; 6.76e-05; 1.27e-03; 5.58e-03; 4.28e-06; 1.11e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.55303e+07;  6.999;  3.530;4.255;0.7180;0.2679; 1.82e-03; 6.80e-05; 1.29e-03; 5.57e-03; 4.32e-06; 1.10e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.58959e+07;  6.999;  3.534;4.254;0.7179;0.2680; 1.81e-03; 6.84e-05; 1.30e-03; 5.57e-03; 4.37e-06; 1.10e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.62186e+07;  6.999;  3.538;4.252;0.7178;0.2681; 1.80e-03; 6.88e-05; 1.32e-03; 5.56e-03; 4.42e-06; 1.09e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.65650e+07;  6.999;  3.542;4.251;0.7177;0.2682; 1.79e-03; 6.91e-05; 1.33e-03; 5.56e-03; 4.47e-06; 1.09e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.68798e+07;  6.999;  3.546;4.249;0.7176;0.2683; 1.78e-03; 6.95e-05; 1.35e-03; 5.55e-03; 4.51e-06; 1.08e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.72104e+07;  6.999;  3.550;4.248;0.7175;0.2684; 1.77e-03; 6.98e-05; 1.36e-03; 5.55e-03; 4.56e-06; 1.08e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.75245e+07;  6.999;  3.554;4.246;0.7174;0.2685; 1.76e-03; 7.02e-05; 1.38e-03; 5.54e-03; 4.60e-06; 1.08e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.78291e+07;  6.999;  3.557;4.245;0.7173;0.2686; 1.75e-03; 7.05e-05; 1.40e-03; 5.54e-03; 4.65e-06; 1.07e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.81267e+07;  6.999;  3.561;4.243;0.7171;0.2687; 1.74e-03; 7.08e-05; 1.41e-03; 5.53e-03; 4.69e-06; 1.07e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.84101e+07;  6.999;  3.565;4.242;0.7170;0.2689; 1.73e-03; 7.11e-05; 1.43e-03; 5.53e-03; 4.74e-06; 1.06e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.86956e+07;  6.999;  3.569;4.241;0.7169;0.2690; 1.72e-03; 7.13e-05; 1.44e-03; 5.52e-03; 4.77e-06; 1.06e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.89761e+07;  6.999;  3.572;4.239;0.7168;0.2691; 1.71e-03; 7.16e-05; 1.46e-03; 5.52e-03; 4.82e-06; 1.05e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.92439e+07;  6.999;  3.576;4.238;0.7167;0.2692; 1.70e-03; 7.19e-05; 1.47e-03; 5.51e-03; 4.86e-06; 1.05e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.94989e+07;  6.999;  3.579;4.237;0.7166;0.2693; 1.69e-03; 7.21e-05; 1.48e-03; 5.51e-03; 4.90e-06; 1.05e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.97450e+07;  6.999;  3.583;4.236;0.7165;0.2694; 1.69e-03; 7.23e-05; 1.50e-03; 5.50e-03; 4.93e-06; 1.04e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 4.99746e+07;  6.999;  3.587;4.235;0.7163;0.2695; 1.68e-03; 7.25e-05; 1.51e-03; 5.50e-03; 4.97e-06; 1.04e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 5.01984e+07;  6.999;  3.590;4.235;0.7162;0.2697; 1.67e-03; 7.27e-05; 1.52e-03; 5.49e-03; 5.00e-06; 1.04e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 5.04158e+07;  6.999;  3.594;4.234;0.7161;0.2698; 1.66e-03; 7.29e-05; 1.53e-03; 5.49e-03; 5.04e-06; 1.03e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 5.04623e+07;  6.999;  3.595;4.235;0.7161;0.2698; 1.66e-03; 7.29e-05; 1.54e-03; 5.49e-03; 5.04e-06; 1.03e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 5.05036e+07;  6.999;  3.596;4.235;0.7161;0.2698; 1.66e-03; 7.30e-05; 1.54e-03; 5.49e-03; 5.05e-06; 1.03e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 5.05501e+07;  6.999;  3.596;4.235;0.7161;0.2698; 1.66e-03; 7.30e-05; 1.54e-03; 5.49e-03; 5.06e-06; 1.03e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 5.05914e+07;  6.999;  3.597;4.235;0.7160;0.2699; 1.66e-03; 7.30e-05; 1.54e-03; 5.49e-03; 5.06e-06; 1.03e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 5.06327e+07;  6.999;  3.598;4.235;0.7160;0.2699; 1.66e-03; 7.31e-05; 1.55e-03; 5.49e-03; 5.07e-06; 1.03e-05; 1.88e-03; 1.52e-04; 0.00e+00
  7.00;track;r; 5.06741e+07;  6.999;  3.599;4.235;0.7160;0.2699; 1.65e-03; 7.31e-05; 1.55e-03; 5.49e-03; 5.08e-06; 1.03e-05; 1.88e-03; 1.52e-04; 0.00e+00
