#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-07T01:04:36 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-07T01:04:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=1000&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/tables&-order=I&-out=Mini&Mini=120&-out=track&track=track&Zini=0.014&-out=Rot&Rot=r&-out=Time&-out=Mass&-out=logL&-out=logTe&-out=X&-out=Y&-out=C12&-out=C13&-out=N14&-out=O16&-out=O17&-out=O18&-out=Ne20&-out=Ne22&-out=Al26&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	track	(a5)	Evolutionary trask for this mass	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Time	(E12.5)	Age	[ucd=time.age]
#Column	Mass	(F7.3)	Actual mass	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	X	(F6.4)	H surface abundance (mass fraction)	[ucd=phys.abund.Fe]
#Column	Y	(F6.4)	He surface abundance (mass fraction)	[ucd=phys.abund.Y]
#Column	C12	(E9.2)	12C surface abundance (mass fraction)	[ucd=meta.note]
#Column	C13	(E9.2)	13C surface abundance (mass fraction)	[ucd=meta.note]
#Column	N14	(E9.2)	14N surface abundance (mass fraction)	[ucd=meta.note]
#Column	O16	(E9.2)	16O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O17	(E9.2)	17O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O18	(E9.2)	18O surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne20	(E9.2)	20Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne22	(E9.2)	22Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Al26	(E9.2)	26Al surface abundance (mass fraction)	[ucd=phys.abund]
Mini;track;Rot;Time;Mass;logL;logTe;X;Y;C12;C13;N14;O16;O17;O18;Ne20;Ne22;Al26
120.00;track;r; 9.17715e+04;119.114;  6.224;4.712;0.7200;0.2660; 2.28e-03; 2.77e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 5.13e-11
120.00;track;r; 9.70026e+04;119.063;  6.224;4.712;0.7200;0.2660; 2.28e-03; 2.77e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 1.35e-10
120.00;track;r; 1.02094e+05;119.013;  6.224;4.711;0.7200;0.2660; 2.28e-03; 2.77e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 3.29e-10
120.00;track;r; 1.07225e+05;118.963;  6.224;4.711;0.7200;0.2660; 2.28e-03; 2.78e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 6.82e-10
120.00;track;r; 1.12538e+05;118.910;  6.225;4.711;0.7200;0.2660; 2.28e-03; 2.78e-05; 6.60e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 1.32e-09
120.00;track;r; 1.17794e+05;118.859;  6.225;4.710;0.7200;0.2660; 2.28e-03; 2.78e-05; 6.61e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 2.42e-09
120.00;track;r; 1.22958e+05;118.808;  6.225;4.710;0.7200;0.2660; 2.28e-03; 2.79e-05; 6.62e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 4.11e-09
120.00;track;r; 1.28312e+05;118.755;  6.225;4.710;0.7200;0.2660; 2.28e-03; 2.79e-05; 6.65e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 6.72e-09
120.00;track;r; 1.33496e+05;118.704;  6.225;4.710;0.7200;0.2660; 2.28e-03; 2.80e-05; 6.67e-04; 5.72e-03; 2.28e-06; 1.29e-05; 1.88e-03; 1.52e-04; 1.00e-08
120.00;track;r; 1.38748e+05;118.652;  6.225;4.709;0.7200;0.2660; 2.28e-03; 2.81e-05; 6.70e-04; 5.72e-03; 2.28e-06; 1.29e-05; 1.88e-03; 1.52e-04; 1.43e-08
120.00;track;r; 1.43963e+05;118.600;  6.226;4.709;0.7200;0.2660; 2.27e-03; 2.81e-05; 6.75e-04; 5.71e-03; 2.29e-06; 1.28e-05; 1.88e-03; 1.52e-04; 2.02e-08
120.00;track;r; 1.49354e+05;118.546;  6.226;4.709;0.7200;0.2660; 2.27e-03; 2.82e-05; 6.80e-04; 5.71e-03; 2.29e-06; 1.28e-05; 1.88e-03; 1.51e-04; 2.74e-08
120.00;track;r; 1.54504e+05;118.495;  6.226;4.709;0.7200;0.2660; 2.27e-03; 2.83e-05; 6.87e-04; 5.71e-03; 2.30e-06; 1.28e-05; 1.88e-03; 1.51e-04; 3.62e-08
120.00;track;r; 1.59793e+05;118.442;  6.226;4.709;0.7200;0.2660; 2.26e-03; 2.84e-05; 6.94e-04; 5.71e-03; 2.31e-06; 1.28e-05; 1.88e-03; 1.51e-04; 4.65e-08
120.00;track;r; 1.64926e+05;118.391;  6.226;4.708;0.7199;0.2660; 2.26e-03; 2.85e-05; 7.02e-04; 5.71e-03; 2.32e-06; 1.27e-05; 1.88e-03; 1.51e-04; 5.82e-08
120.00;track;r; 1.70234e+05;118.338;  6.226;4.708;0.7199;0.2660; 2.25e-03; 2.86e-05; 7.12e-04; 5.70e-03; 2.33e-06; 1.27e-05; 1.88e-03; 1.51e-04; 7.29e-08
120.00;track;r; 1.75544e+05;118.285;  6.227;4.708;0.7199;0.2660; 2.24e-03; 2.87e-05; 7.23e-04; 5.70e-03; 2.35e-06; 1.27e-05; 1.88e-03; 1.51e-04; 8.95e-08
120.00;track;r; 1.80749e+05;118.232;  6.227;4.708;0.7199;0.2661; 2.24e-03; 2.88e-05; 7.35e-04; 5.69e-03; 2.36e-06; 1.26e-05; 1.88e-03; 1.50e-04; 1.08e-07
120.00;track;r; 1.86195e+05;118.177;  6.227;4.708;0.7199;0.2661; 2.23e-03; 2.89e-05; 7.50e-04; 5.69e-03; 2.38e-06; 1.26e-05; 1.88e-03; 1.50e-04; 1.30e-07
120.00;track;r; 1.91383e+05;118.125;  6.227;4.708;0.7199;0.2661; 2.22e-03; 2.90e-05; 7.64e-04; 5.68e-03; 2.39e-06; 1.25e-05; 1.88e-03; 1.50e-04; 1.53e-07
120.00;track;r; 1.96747e+05;118.071;  6.227;4.707;0.7198;0.2661; 2.21e-03; 2.91e-05; 7.81e-04; 5.68e-03; 2.41e-06; 1.25e-05; 1.88e-03; 1.50e-04; 1.80e-07
120.00;track;r; 2.02007e+05;118.017;  6.228;4.707;0.7198;0.2661; 2.20e-03; 2.92e-05; 7.99e-04; 5.67e-03; 2.43e-06; 1.24e-05; 1.88e-03; 1.49e-04; 2.08e-07
120.00;track;r; 2.07405e+05;117.963;  6.228;4.707;0.7198;0.2662; 2.19e-03; 2.93e-05; 8.18e-04; 5.66e-03; 2.45e-06; 1.23e-05; 1.88e-03; 1.49e-04; 2.41e-07
120.00;track;r; 2.12596e+05;117.910;  6.228;4.707;0.7197;0.2662; 2.18e-03; 2.93e-05; 8.38e-04; 5.65e-03; 2.47e-06; 1.23e-05; 1.88e-03; 1.48e-04; 2.74e-07
120.00;track;r; 2.17870e+05;117.856;  6.228;4.707;0.7197;0.2663; 2.17e-03; 2.94e-05; 8.59e-04; 5.65e-03; 2.49e-06; 1.22e-05; 1.88e-03; 1.48e-04; 3.10e-07
120.00;track;r; 2.23201e+05;117.802;  6.228;4.707;0.7196;0.2663; 2.15e-03; 2.95e-05; 8.82e-04; 5.64e-03; 2.51e-06; 1.21e-05; 1.88e-03; 1.47e-04; 3.52e-07
120.00;track;r; 2.28594e+05;117.746;  6.229;4.706;0.7196;0.2663; 2.14e-03; 2.95e-05; 9.06e-04; 5.63e-03; 2.53e-06; 1.20e-05; 1.88e-03; 1.47e-04; 3.93e-07
120.00;track;r; 2.33849e+05;117.693;  6.229;4.706;0.7196;0.2664; 2.13e-03; 2.96e-05; 9.30e-04; 5.62e-03; 2.55e-06; 1.20e-05; 1.88e-03; 1.46e-04; 4.38e-07
120.00;track;r; 2.39265e+05;117.637;  6.229;4.706;0.7195;0.2665; 2.11e-03; 2.96e-05; 9.58e-04; 5.60e-03; 2.57e-06; 1.19e-05; 1.88e-03; 1.46e-04; 4.89e-07
120.00;track;r; 2.44571e+05;117.582;  6.229;4.706;0.7194;0.2665; 2.10e-03; 2.96e-05; 9.84e-04; 5.59e-03; 2.59e-06; 1.18e-05; 1.88e-03; 1.45e-04; 5.40e-07
120.00;track;r; 2.49870e+05;117.528;  6.229;4.706;0.7194;0.2666; 2.08e-03; 2.96e-05; 1.01e-03; 5.58e-03; 2.61e-06; 1.17e-05; 1.88e-03; 1.45e-04; 5.93e-07
120.00;track;r; 2.55214e+05;117.473;  6.230;4.706;0.7193;0.2666; 2.07e-03; 2.97e-05; 1.04e-03; 5.56e-03; 2.64e-06; 1.16e-05; 1.88e-03; 1.44e-04; 6.52e-07
120.00;track;r; 2.60525e+05;117.418;  6.230;4.706;0.7192;0.2667; 2.05e-03; 2.97e-05; 1.07e-03; 5.55e-03; 2.66e-06; 1.16e-05; 1.88e-03; 1.43e-04; 7.11e-07
120.00;track;r; 2.65931e+05;117.362;  6.230;4.706;0.7192;0.2668; 2.04e-03; 2.97e-05; 1.10e-03; 5.53e-03; 2.68e-06; 1.15e-05; 1.88e-03; 1.43e-04; 7.75e-07
120.00;track;r; 2.71121e+05;117.308;  6.230;4.705;0.7191;0.2669; 2.02e-03; 2.97e-05; 1.14e-03; 5.52e-03; 2.70e-06; 1.14e-05; 1.88e-03; 1.42e-04; 8.43e-07
120.00;track;r; 2.76454e+05;117.252;  6.230;4.705;0.7190;0.2670; 2.01e-03; 2.96e-05; 1.17e-03; 5.50e-03; 2.72e-06; 1.13e-05; 1.88e-03; 1.41e-04; 9.12e-07
120.00;track;r; 2.81934e+05;117.195;  6.231;4.705;0.7189;0.2671; 1.99e-03; 2.96e-05; 1.20e-03; 5.48e-03; 2.74e-06; 1.12e-05; 1.88e-03; 1.40e-04; 9.88e-07
120.00;track;r; 2.87141e+05;117.141;  6.231;4.705;0.7188;0.2672; 1.97e-03; 2.96e-05; 1.24e-03; 5.46e-03; 2.76e-06; 1.11e-05; 1.88e-03; 1.39e-04; 1.07e-06
120.00;track;r; 2.92552e+05;117.084;  6.231;4.705;0.7187;0.2673; 1.96e-03; 2.96e-05; 1.28e-03; 5.45e-03; 2.78e-06; 1.10e-05; 1.88e-03; 1.39e-04; 1.15e-06
120.00;track;r; 2.97873e+05;117.029;  6.231;4.705;0.7185;0.2674; 1.94e-03; 2.95e-05; 1.32e-03; 5.42e-03; 2.80e-06; 1.09e-05; 1.88e-03; 1.38e-04; 1.23e-06
120.00;track;r; 3.03117e+05;116.974;  6.231;4.705;0.7184;0.2675; 1.92e-03; 2.95e-05; 1.35e-03; 5.40e-03; 2.82e-06; 1.08e-05; 1.88e-03; 1.37e-04; 1.32e-06
120.00;track;r; 3.08566e+05;116.916;  6.232;4.705;0.7183;0.2677; 1.90e-03; 2.94e-05; 1.40e-03; 5.38e-03; 2.84e-06; 1.07e-05; 1.88e-03; 1.36e-04; 1.42e-06
120.00;track;r; 3.13925e+05;116.860;  6.232;4.705;0.7181;0.2678; 1.89e-03; 2.94e-05; 1.44e-03; 5.36e-03; 2.85e-06; 1.06e-05; 1.88e-03; 1.35e-04; 1.51e-06
120.00;track;r; 3.19206e+05;116.804;  6.232;4.704;0.7180;0.2679; 1.87e-03; 2.93e-05; 1.48e-03; 5.33e-03; 2.87e-06; 1.05e-05; 1.88e-03; 1.34e-04; 1.62e-06
120.00;track;r; 3.24608e+05;116.747;  6.232;4.704;0.7178;0.2681; 1.85e-03; 2.92e-05; 1.52e-03; 5.31e-03; 2.89e-06; 1.04e-05; 1.88e-03; 1.33e-04; 1.72e-06
120.00;track;r; 3.29950e+05;116.690;  6.233;4.704;0.7177;0.2683; 1.83e-03; 2.92e-05; 1.57e-03; 5.28e-03; 2.90e-06; 1.02e-05; 1.88e-03; 1.32e-04; 1.83e-06
120.00;track;r; 3.35265e+05;116.634;  6.233;4.704;0.7175;0.2684; 1.81e-03; 2.91e-05; 1.61e-03; 5.26e-03; 2.92e-06; 1.01e-05; 1.88e-03; 1.31e-04; 1.94e-06
120.00;track;r; 3.40650e+05;116.577;  6.233;4.704;0.7173;0.2686; 1.79e-03; 2.90e-05; 1.66e-03; 5.23e-03; 2.93e-06; 1.00e-05; 1.88e-03; 1.30e-04; 2.06e-06
120.00;track;r; 3.46026e+05;116.520;  6.233;4.704;0.7171;0.2688; 1.77e-03; 2.90e-05; 1.71e-03; 5.20e-03; 2.94e-06; 9.92e-06; 1.88e-03; 1.28e-04; 2.18e-06
120.00;track;r; 3.51467e+05;116.462;  6.233;4.704;0.7169;0.2690; 1.75e-03; 2.89e-05; 1.76e-03; 5.17e-03; 2.95e-06; 9.80e-06; 1.88e-03; 1.27e-04; 2.31e-06
120.00;track;r; 3.56682e+05;116.406;  6.234;4.704;0.7167;0.2693; 1.74e-03; 2.88e-05; 1.81e-03; 5.14e-03; 2.96e-06; 9.69e-06; 1.88e-03; 1.26e-04; 2.43e-06
120.00;track;r; 3.62155e+05;116.347;  6.234;4.704;0.7165;0.2695; 1.72e-03; 2.87e-05; 1.86e-03; 5.11e-03; 2.97e-06; 9.58e-06; 1.88e-03; 1.25e-04; 2.56e-06
120.00;track;r; 3.67493e+05;116.290;  6.234;4.704;0.7162;0.2697; 1.70e-03; 2.86e-05; 1.91e-03; 5.08e-03; 2.98e-06; 9.46e-06; 1.88e-03; 1.24e-04; 2.70e-06
120.00;track;r; 3.72843e+05;116.233;  6.234;4.704;0.7160;0.2700; 1.68e-03; 2.85e-05; 1.96e-03; 5.04e-03; 2.99e-06; 9.35e-06; 1.88e-03; 1.22e-04; 2.84e-06
120.00;track;r; 3.78254e+05;116.175;  6.235;4.704;0.7157;0.2702; 1.66e-03; 2.84e-05; 2.01e-03; 5.01e-03; 3.00e-06; 9.24e-06; 1.88e-03; 1.21e-04; 2.98e-06
120.00;track;r; 3.83553e+05;116.118;  6.235;4.704;0.7155;0.2705; 1.64e-03; 2.83e-05; 2.06e-03; 4.98e-03; 3.00e-06; 9.12e-06; 1.88e-03; 1.20e-04; 3.12e-06
120.00;track;r; 3.88981e+05;116.059;  6.235;4.704;0.7152;0.2708; 1.62e-03; 2.82e-05; 2.12e-03; 4.94e-03; 3.01e-06; 9.01e-06; 1.88e-03; 1.19e-04; 3.27e-06
120.00;track;r; 3.94440e+05;116.000;  6.235;4.703;0.7149;0.2710; 1.60e-03; 2.81e-05; 2.17e-03; 4.91e-03; 3.01e-06; 8.89e-06; 1.88e-03; 1.17e-04; 3.42e-06
120.00;track;r; 3.99793e+05;115.942;  6.236;4.704;0.7146;0.2714; 1.58e-03; 2.80e-05; 2.23e-03; 4.87e-03; 3.02e-06; 8.78e-06; 1.88e-03; 1.16e-04; 3.57e-06
120.00;track;r; 4.05286e+05;115.883;  6.236;4.703;0.7143;0.2717; 1.56e-03; 2.79e-05; 2.28e-03; 4.83e-03; 3.02e-06; 8.66e-06; 1.88e-03; 1.15e-04; 3.73e-06
120.00;track;r; 4.10598e+05;115.825;  6.236;4.703;0.7140;0.2720; 1.54e-03; 2.78e-05; 2.34e-03; 4.79e-03; 3.02e-06; 8.55e-06; 1.87e-03; 1.14e-04; 3.89e-06
120.00;track;r; 4.16014e+05;115.766;  6.236;4.703;0.7136;0.2723; 1.52e-03; 2.77e-05; 2.40e-03; 4.76e-03; 3.02e-06; 8.43e-06; 1.87e-03; 1.12e-04; 4.05e-06
120.00;track;r; 4.21508e+05;115.706;  6.237;4.703;0.7133;0.2727; 1.50e-03; 2.76e-05; 2.45e-03; 4.72e-03; 3.02e-06; 8.32e-06; 1.87e-03; 1.11e-04; 4.22e-06
120.00;track;r; 4.26829e+05;115.648;  6.237;4.703;0.7129;0.2730; 1.48e-03; 2.75e-05; 2.51e-03; 4.68e-03; 3.01e-06; 8.20e-06; 1.87e-03; 1.10e-04; 4.39e-06
120.00;track;r; 4.32231e+05;115.589;  6.237;4.703;0.7126;0.2734; 1.46e-03; 2.74e-05; 2.57e-03; 4.64e-03; 3.01e-06; 8.09e-06; 1.87e-03; 1.08e-04; 4.56e-06
120.00;track;r; 4.37667e+05;115.530;  6.237;4.703;0.7122;0.2738; 1.44e-03; 2.73e-05; 2.63e-03; 4.60e-03; 3.01e-06; 7.97e-06; 1.87e-03; 1.07e-04; 4.73e-06
120.00;track;r; 4.43161e+05;115.470;  6.238;4.703;0.7118;0.2742; 1.42e-03; 2.72e-05; 2.69e-03; 4.56e-03; 3.00e-06; 7.86e-06; 1.87e-03; 1.06e-04; 4.90e-06
120.00;track;r; 4.48562e+05;115.410;  6.238;4.703;0.7114;0.2746; 1.40e-03; 2.71e-05; 2.75e-03; 4.52e-03; 3.00e-06; 7.75e-06; 1.87e-03; 1.04e-04; 5.07e-06
120.00;track;r; 4.53966e+05;115.351;  6.238;4.703;0.7110;0.2750; 1.38e-03; 2.70e-05; 2.80e-03; 4.47e-03; 2.99e-06; 7.64e-06; 1.87e-03; 1.03e-04; 5.25e-06
120.00;track;r; 4.59522e+05;115.290;  6.238;4.703;0.7106;0.2754; 1.36e-03; 2.69e-05; 2.86e-03; 4.43e-03; 2.98e-06; 7.53e-06; 1.87e-03; 1.02e-04; 5.42e-06
120.00;track;r; 4.64767e+05;115.232;  6.238;4.703;0.7102;0.2758; 1.34e-03; 2.68e-05; 2.92e-03; 4.39e-03; 2.98e-06; 7.42e-06; 1.87e-03; 1.00e-04; 5.59e-06
120.00;track;r; 6.24502e+05;113.428;  6.247;4.704;0.6927;0.2934; 8.60e-04; 2.45e-05; 4.61e-03; 3.12e-03; 2.46e-06; 4.59e-06; 1.87e-03; 6.47e-05; 1.10e-05
120.00;track;r; 7.75541e+05;111.650;  6.254;4.707;0.6672;0.3189; 5.24e-04; 2.33e-05; 5.97e-03; 2.01e-03; 1.76e-06; 2.62e-06; 1.86e-03; 3.86e-05; 1.55e-05
120.00;track;r; 9.19940e+05;109.895;  6.260;4.710;0.6398;0.3464; 3.22e-04; 2.28e-05; 6.87e-03; 1.25e-03; 1.19e-06; 1.42e-06; 1.86e-03; 2.26e-05; 1.82e-05
120.00;track;r; 1.06714e+06;108.030;  6.268;4.713;0.6125;0.3738; 2.10e-04; 2.27e-05; 7.41e-03; 7.83e-04; 8.10e-07; 7.60e-07; 1.85e-03; 1.37e-05; 1.91e-05
120.00;track;r; 1.20711e+06;106.178;  6.275;4.717;0.5801;0.4062; 1.45e-04; 2.29e-05; 7.76e-03; 4.76e-04; 5.34e-07; 3.71e-07; 1.85e-03; 8.39e-06; 1.94e-05
120.00;track;r; 1.33989e+06;104.355;  6.281;4.720;0.5500;0.4363; 1.13e-04; 2.31e-05; 7.94e-03; 3.07e-04; 3.72e-07; 1.74e-07; 1.84e-03; 5.75e-06; 1.88e-05
120.00;track;r; 1.47048e+06;102.482;  6.288;4.722;0.5214;0.4649; 9.73e-05; 2.31e-05; 8.04e-03; 2.15e-04; 2.81e-07; 8.00e-08; 1.83e-03; 4.52e-06; 1.78e-05
120.00;track;r; 1.59699e+06;100.580;  6.295;4.726;0.4899;0.4965; 8.97e-05; 2.32e-05; 8.10e-03; 1.63e-04; 2.26e-07; 3.32e-08; 1.83e-03; 3.97e-06; 1.67e-05
