#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-07T01:03:56 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-07T01:03:56	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=1000&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/tables&-order=I&-out=Mini&Mini=32&-out=track&track=track&Zini=0.014&-out=Rot&Rot=r&-out=Time&-out=Mass&-out=logL&-out=logTe&-out=X&-out=Y&-out=C12&-out=C13&-out=N14&-out=O16&-out=O17&-out=O18&-out=Ne20&-out=Ne22&-out=Al26&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	track	(a5)	Evolutionary trask for this mass	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Time	(E12.5)	Age	[ucd=time.age]
#Column	Mass	(F7.3)	Actual mass	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	X	(F6.4)	H surface abundance (mass fraction)	[ucd=phys.abund.Fe]
#Column	Y	(F6.4)	He surface abundance (mass fraction)	[ucd=phys.abund.Y]
#Column	C12	(E9.2)	12C surface abundance (mass fraction)	[ucd=meta.note]
#Column	C13	(E9.2)	13C surface abundance (mass fraction)	[ucd=meta.note]
#Column	N14	(E9.2)	14N surface abundance (mass fraction)	[ucd=meta.note]
#Column	O16	(E9.2)	16O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O17	(E9.2)	17O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O18	(E9.2)	18O surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne20	(E9.2)	20Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne22	(E9.2)	22Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Al26	(E9.2)	26Al surface abundance (mass fraction)	[ucd=phys.abund]
Mini;track;Rot;Time;Mass;logL;logTe;X;Y;C12;C13;N14;O16;O17;O18;Ne20;Ne22;Al26
 32.00;track;r; 1.56575e+06; 31.606;  5.181;4.597;0.7200;0.2660; 2.26e-03; 3.22e-05; 6.86e-04; 5.71e-03; 2.33e-06; 1.28e-05; 1.88e-03; 1.51e-04; 9.92e-09
 32.00;track;r; 1.67066e+06; 31.575;  5.186;4.596;0.7199;0.2660; 2.25e-03; 3.37e-05; 6.98e-04; 5.71e-03; 2.36e-06; 1.28e-05; 1.88e-03; 1.51e-04; 1.39e-08
 32.00;track;r; 1.77384e+06; 31.542;  5.191;4.595;0.7199;0.2661; 2.24e-03; 3.55e-05; 7.12e-04; 5.70e-03; 2.39e-06; 1.27e-05; 1.88e-03; 1.50e-04; 1.88e-08
 32.00;track;r; 1.87559e+06; 31.510;  5.196;4.594;0.7198;0.2661; 2.23e-03; 3.73e-05; 7.29e-04; 5.69e-03; 2.42e-06; 1.27e-05; 1.88e-03; 1.50e-04; 2.44e-08
 32.00;track;r; 1.97729e+06; 31.477;  5.201;4.593;0.7198;0.2662; 2.22e-03; 3.94e-05; 7.50e-04; 5.68e-03; 2.46e-06; 1.26e-05; 1.88e-03; 1.49e-04; 3.10e-08
 32.00;track;r; 2.07647e+06; 31.444;  5.207;4.593;0.7197;0.2663; 2.21e-03; 4.16e-05; 7.73e-04; 5.67e-03; 2.49e-06; 1.25e-05; 1.88e-03; 1.49e-04; 3.82e-08
 32.00;track;r; 2.17755e+06; 31.409;  5.212;4.592;0.7196;0.2664; 2.19e-03; 4.40e-05; 8.01e-04; 5.66e-03; 2.53e-06; 1.24e-05; 1.88e-03; 1.48e-04; 4.65e-08
 32.00;track;r; 2.27411e+06; 31.375;  5.217;4.591;0.7194;0.2665; 2.17e-03; 4.63e-05; 8.30e-04; 5.65e-03; 2.57e-06; 1.24e-05; 1.88e-03; 1.47e-04; 5.49e-08
 32.00;track;r; 2.37237e+06; 31.339;  5.222;4.590;0.7193;0.2667; 2.16e-03; 4.87e-05; 8.64e-04; 5.63e-03; 2.60e-06; 1.23e-05; 1.88e-03; 1.47e-04; 6.40e-08
 32.00;track;r; 2.47041e+06; 31.303;  5.228;4.589;0.7190;0.2669; 2.14e-03; 5.12e-05; 9.01e-04; 5.61e-03; 2.64e-06; 1.22e-05; 1.88e-03; 1.46e-04; 7.39e-08
 32.00;track;r; 2.56590e+06; 31.267;  5.233;4.588;0.7188;0.2672; 2.12e-03; 5.37e-05; 9.40e-04; 5.59e-03; 2.68e-06; 1.21e-05; 1.88e-03; 1.45e-04; 8.37e-08
 32.00;track;r; 2.66215e+06; 31.229;  5.238;4.587;0.7185;0.2675; 2.09e-03; 5.62e-05; 9.83e-04; 5.56e-03; 2.71e-06; 1.20e-05; 1.88e-03; 1.44e-04; 9.39e-08
 32.00;track;r; 2.75858e+06; 31.190;  5.244;4.586;0.7181;0.2678; 2.07e-03; 5.87e-05; 1.03e-03; 5.54e-03; 2.74e-06; 1.19e-05; 1.88e-03; 1.43e-04; 1.05e-07
 32.00;track;r; 2.84917e+06; 31.153;  5.249;4.585;0.7177;0.2682; 2.05e-03; 6.10e-05; 1.08e-03; 5.51e-03; 2.77e-06; 1.18e-05; 1.88e-03; 1.42e-04; 1.15e-07
 32.00;track;r; 2.94312e+06; 31.113;  5.255;4.583;0.7172;0.2687; 2.03e-03; 6.34e-05; 1.13e-03; 5.48e-03; 2.80e-06; 1.16e-05; 1.88e-03; 1.41e-04; 1.25e-07
 32.00;track;r; 3.03560e+06; 31.073;  5.260;4.583;0.7167;0.2693; 2.00e-03; 6.58e-05; 1.19e-03; 5.44e-03; 2.82e-06; 1.15e-05; 1.88e-03; 1.39e-04; 1.36e-07
 32.00;track;r; 3.12694e+06; 31.033;  5.266;4.582;0.7161;0.2699; 1.98e-03; 6.80e-05; 1.24e-03; 5.41e-03; 2.84e-06; 1.14e-05; 1.88e-03; 1.38e-04; 1.45e-07
 32.00;track;r; 3.21855e+06; 30.991;  5.271;4.580;0.7154;0.2706; 1.96e-03; 7.01e-05; 1.30e-03; 5.37e-03; 2.86e-06; 1.13e-05; 1.88e-03; 1.37e-04; 1.55e-07
 32.00;track;r; 3.30783e+06; 30.949;  5.277;4.579;0.7147;0.2713; 1.93e-03; 7.22e-05; 1.36e-03; 5.33e-03; 2.87e-06; 1.12e-05; 1.88e-03; 1.36e-04; 1.64e-07
 32.00;track;r; 3.39621e+06; 30.907;  5.282;4.578;0.7138;0.2721; 1.91e-03; 7.42e-05; 1.42e-03; 5.29e-03; 2.88e-06; 1.10e-05; 1.88e-03; 1.34e-04; 1.73e-07
 32.00;track;r; 3.48525e+06; 30.863;  5.288;4.577;0.7129;0.2731; 1.88e-03; 7.60e-05; 1.49e-03; 5.25e-03; 2.89e-06; 1.09e-05; 1.88e-03; 1.33e-04; 1.81e-07
 32.00;track;r; 3.57465e+06; 30.817;  5.294;4.576;0.7118;0.2741; 1.85e-03; 7.79e-05; 1.56e-03; 5.20e-03; 2.90e-06; 1.08e-05; 1.88e-03; 1.31e-04; 1.90e-07
 32.00;track;r; 3.65931e+06; 30.774;  5.299;4.574;0.7108;0.2752; 1.83e-03; 7.96e-05; 1.63e-03; 5.16e-03; 2.90e-06; 1.06e-05; 1.88e-03; 1.30e-04; 1.98e-07
 32.00;track;r; 3.74528e+06; 30.728;  5.305;4.573;0.7096;0.2764; 1.80e-03; 8.12e-05; 1.70e-03; 5.11e-03; 2.90e-06; 1.05e-05; 1.88e-03; 1.29e-04; 2.05e-07
 32.00;track;r; 3.83173e+06; 30.681;  5.311;4.572;0.7082;0.2777; 1.78e-03; 8.27e-05; 1.77e-03; 5.06e-03; 2.90e-06; 1.04e-05; 1.87e-03; 1.27e-04; 2.12e-07
 32.00;track;r; 3.91717e+06; 30.633;  5.317;4.571;0.7068;0.2792; 1.75e-03; 8.41e-05; 1.85e-03; 5.01e-03; 2.89e-06; 1.02e-05; 1.87e-03; 1.26e-04; 2.19e-07
 32.00;track;r; 3.99951e+06; 30.585;  5.322;4.569;0.7052;0.2807; 1.72e-03; 8.55e-05; 1.92e-03; 4.95e-03; 2.89e-06; 1.01e-05; 1.87e-03; 1.24e-04; 2.26e-07
 32.00;track;r; 4.08239e+06; 30.537;  5.328;4.568;0.7036;0.2824; 1.70e-03; 8.67e-05; 2.00e-03; 4.90e-03; 2.88e-06; 9.93e-06; 1.87e-03; 1.22e-04; 2.32e-07
 32.00;track;r; 4.16474e+06; 30.487;  5.334;4.566;0.7017;0.2842; 1.67e-03; 8.78e-05; 2.08e-03; 4.84e-03; 2.86e-06; 9.79e-06; 1.87e-03; 1.21e-04; 2.39e-07
 32.00;track;r; 4.24522e+06; 30.437;  5.339;4.565;0.6998;0.2862; 1.64e-03; 8.89e-05; 2.16e-03; 4.79e-03; 2.85e-06; 9.64e-06; 1.87e-03; 1.19e-04; 2.45e-07
 32.00;track;r; 4.32588e+06; 30.386;  5.345;4.564;0.6977;0.2883; 1.62e-03; 8.99e-05; 2.24e-03; 4.73e-03; 2.84e-06; 9.50e-06; 1.87e-03; 1.18e-04; 2.51e-07
 32.00;track;r; 4.40474e+06; 30.334;  5.351;4.563;0.6954;0.2905; 1.59e-03; 9.07e-05; 2.32e-03; 4.67e-03; 2.82e-06; 9.35e-06; 1.87e-03; 1.16e-04; 2.57e-07
 32.00;track;r; 4.48446e+06; 30.281;  5.357;4.561;0.6930;0.2929; 1.56e-03; 9.15e-05; 2.41e-03; 4.61e-03; 2.80e-06; 9.20e-06; 1.87e-03; 1.14e-04; 2.62e-07
 32.00;track;r; 4.56047e+06; 30.229;  5.363;4.560;0.6906;0.2954; 1.54e-03; 9.22e-05; 2.49e-03; 4.55e-03; 2.78e-06; 9.06e-06; 1.87e-03; 1.13e-04; 2.68e-07
 32.00;track;r; 4.63751e+06; 30.175;  5.368;4.558;0.6879;0.2981; 1.51e-03; 9.28e-05; 2.57e-03; 4.49e-03; 2.76e-06; 8.91e-06; 1.87e-03; 1.11e-04; 2.73e-07
 32.00;track;r; 4.71425e+06; 30.120;  5.374;4.557;0.6850;0.3010; 1.48e-03; 9.33e-05; 2.66e-03; 4.42e-03; 2.73e-06; 8.76e-06; 1.87e-03; 1.09e-04; 2.79e-07
 32.00;track;r; 4.78969e+06; 30.064;  5.380;4.556;0.6819;0.3041; 1.46e-03; 9.37e-05; 2.75e-03; 4.36e-03; 2.71e-06; 8.61e-06; 1.87e-03; 1.08e-04; 2.84e-07
 32.00;track;r; 4.86806e+06; 30.005;  5.386;4.554;0.6785;0.3075; 1.43e-03; 9.41e-05; 2.84e-03; 4.29e-03; 2.68e-06; 8.45e-06; 1.87e-03; 1.06e-04; 2.90e-07
 32.00;track;r; 4.94118e+06; 29.949;  5.392;4.553;0.6751;0.3109; 1.40e-03; 9.43e-05; 2.93e-03; 4.23e-03; 2.65e-06; 8.30e-06; 1.87e-03; 1.04e-04; 2.95e-07
 32.00;track;r; 5.01434e+06; 29.891;  5.398;4.551;0.6715;0.3145; 1.37e-03; 9.45e-05; 3.02e-03; 4.16e-03; 2.62e-06; 8.15e-06; 1.87e-03; 1.02e-04; 3.00e-07
 32.00;track;r; 5.08508e+06; 29.833;  5.404;4.550;0.6678;0.3182; 1.35e-03; 9.46e-05; 3.10e-03; 4.10e-03; 2.59e-06; 8.01e-06; 1.87e-03; 1.01e-04; 3.05e-07
 32.00;track;r; 5.15571e+06; 29.775;  5.410;4.548;0.6639;0.3222; 1.32e-03; 9.47e-05; 3.19e-03; 4.03e-03; 2.56e-06; 7.86e-06; 1.87e-03; 9.90e-05; 3.11e-07
 32.00;track;r; 5.22540e+06; 29.715;  5.415;4.547;0.6598;0.3263; 1.30e-03; 9.46e-05; 3.28e-03; 3.96e-03; 2.53e-06; 7.71e-06; 1.87e-03; 9.73e-05; 3.16e-07
 32.00;track;r; 5.29316e+06; 29.657;  5.421;4.545;0.6556;0.3305; 1.27e-03; 9.46e-05; 3.37e-03; 3.90e-03; 2.50e-06; 7.56e-06; 1.87e-03; 9.56e-05; 3.21e-07
 32.00;track;r; 5.36033e+06; 29.597;  5.427;4.544;0.6511;0.3349; 1.25e-03; 9.44e-05; 3.45e-03; 3.83e-03; 2.47e-06; 7.42e-06; 1.87e-03; 9.39e-05; 3.27e-07
 32.00;track;r; 5.43070e+06; 29.533;  5.433;4.542;0.6463;0.3398; 1.22e-03; 9.42e-05; 3.54e-03; 3.76e-03; 2.43e-06; 7.26e-06; 1.87e-03; 9.21e-05; 3.32e-07
 32.00;track;r; 5.49332e+06; 29.475;  5.439;4.541;0.6417;0.3443; 1.20e-03; 9.40e-05; 3.63e-03; 3.70e-03; 2.40e-06; 7.13e-06; 1.86e-03; 9.05e-05; 3.38e-07
 32.00;track;r; 5.55572e+06; 29.415;  5.444;4.539;0.6370;0.3491; 1.17e-03; 9.37e-05; 3.71e-03; 3.64e-03; 2.37e-06; 6.99e-06; 1.86e-03; 8.89e-05; 3.43e-07
 32.00;track;r; 5.61762e+06; 29.356;  5.450;4.537;0.6320;0.3540; 1.15e-03; 9.33e-05; 3.79e-03; 3.58e-03; 2.34e-06; 6.85e-06; 1.86e-03; 8.73e-05; 3.49e-07
 32.00;track;r; 5.67629e+06; 29.298;  5.455;4.535;0.6272;0.3589; 1.13e-03; 9.30e-05; 3.87e-03; 3.52e-03; 2.30e-06; 6.72e-06; 1.86e-03; 8.58e-05; 3.54e-07
 32.00;track;r; 5.73447e+06; 29.239;  5.460;4.534;0.6223;0.3638; 1.10e-03; 9.26e-05; 3.95e-03; 3.46e-03; 2.27e-06; 6.59e-06; 1.86e-03; 8.43e-05; 3.59e-07
 32.00;track;r; 5.79082e+06; 29.182;  5.465;4.532;0.6173;0.3688; 1.08e-03; 9.22e-05; 4.03e-03; 3.40e-03; 2.24e-06; 6.47e-06; 1.86e-03; 8.28e-05; 3.65e-07
 32.00;track;r; 5.84635e+06; 29.124;  5.470;4.530;0.6122;0.3739; 1.06e-03; 9.17e-05; 4.10e-03; 3.34e-03; 2.21e-06; 6.35e-06; 1.86e-03; 8.13e-05; 3.70e-07
 32.00;track;r; 5.90118e+06; 29.067;  5.475;4.527;0.6070;0.3791; 1.04e-03; 9.12e-05; 4.17e-03; 3.29e-03; 2.18e-06; 6.22e-06; 1.86e-03; 7.99e-05; 3.75e-07
 32.00;track;r; 5.95441e+06; 29.010;  5.480;4.525;0.6019;0.3842; 1.02e-03; 9.08e-05; 4.25e-03; 3.23e-03; 2.15e-06; 6.11e-06; 1.86e-03; 7.85e-05; 3.80e-07
 32.00;track;r; 6.00639e+06; 28.954;  5.485;4.523;0.5967;0.3894; 1.00e-03; 9.03e-05; 4.31e-03; 3.18e-03; 2.12e-06; 5.99e-06; 1.86e-03; 7.72e-05; 3.85e-07
 32.00;track;r; 6.05695e+06; 28.898;  5.490;4.520;0.5916;0.3944; 9.86e-04; 8.98e-05; 4.38e-03; 3.13e-03; 2.09e-06; 5.89e-06; 1.86e-03; 7.59e-05; 3.89e-07
 32.00;track;r; 6.10623e+06; 28.844;  5.495;4.518;0.5866;0.3995; 9.68e-04; 8.93e-05; 4.45e-03; 3.08e-03; 2.06e-06; 5.78e-06; 1.86e-03; 7.47e-05; 3.93e-07
 32.00;track;r; 6.15365e+06; 28.791;  5.500;4.515;0.5814;0.4047; 9.51e-04; 8.88e-05; 4.51e-03; 3.03e-03; 2.04e-06; 5.68e-06; 1.86e-03; 7.35e-05; 3.98e-07
 32.00;track;r; 6.19971e+06; 28.739;  5.504;4.512;0.5760;0.4101; 9.33e-04; 8.83e-05; 4.57e-03; 2.98e-03; 2.01e-06; 5.57e-06; 1.85e-03; 7.22e-05; 4.05e-07
 32.00;track;r; 6.24458e+06; 28.688;  5.509;4.509;0.5708;0.4153; 9.17e-04; 8.78e-05; 4.64e-03; 2.93e-03; 1.98e-06; 5.47e-06; 1.85e-03; 7.10e-05; 4.09e-07
 32.00;track;r; 6.28757e+06; 28.640;  5.514;4.506;0.5664;0.4197; 9.03e-04; 8.73e-05; 4.69e-03; 2.89e-03; 1.96e-06; 5.39e-06; 1.85e-03; 7.00e-05; 4.12e-07
 32.00;track;r; 6.32903e+06; 28.593;  5.518;4.502;0.5625;0.4236; 8.91e-04; 8.69e-05; 4.73e-03; 2.86e-03; 1.94e-06; 5.32e-06; 1.85e-03; 6.92e-05; 4.12e-07
 32.00;track;r; 6.36947e+06; 28.547;  5.522;4.498;0.5595;0.4266; 8.82e-04; 8.66e-05; 4.76e-03; 2.83e-03; 1.93e-06; 5.26e-06; 1.85e-03; 6.86e-05; 4.08e-07
 32.00;track;r; 6.40839e+06; 28.503;  5.526;4.494;0.5572;0.4289; 8.75e-04; 8.64e-05; 4.79e-03; 2.81e-03; 1.91e-06; 5.22e-06; 1.85e-03; 6.81e-05; 4.02e-07
 32.00;track;r; 6.44595e+06; 28.462;  5.531;4.490;0.5554;0.4307; 8.70e-04; 8.62e-05; 4.81e-03; 2.80e-03; 1.91e-06; 5.19e-06; 1.85e-03; 6.77e-05; 3.95e-07
 32.00;track;r; 6.48261e+06; 28.422;  5.535;4.485;0.5537;0.4324; 8.65e-04; 8.61e-05; 4.83e-03; 2.79e-03; 1.90e-06; 5.16e-06; 1.85e-03; 6.74e-05; 3.88e-07
 32.00;track;r; 6.51780e+06; 28.383;  5.539;4.481;0.5521;0.4340; 8.61e-04; 8.59e-05; 4.84e-03; 2.77e-03; 1.89e-06; 5.14e-06; 1.85e-03; 6.71e-05; 3.82e-07
 32.00;track;r; 6.55168e+06; 28.347;  5.543;4.478;0.5506;0.4355; 8.57e-04; 8.58e-05; 4.86e-03; 2.76e-03; 1.88e-06; 5.11e-06; 1.85e-03; 6.68e-05; 3.75e-07
 32.00;track;r; 6.58444e+06; 28.312;  5.547;4.475;0.5490;0.4371; 8.52e-04; 8.56e-05; 4.87e-03; 2.75e-03; 1.88e-06; 5.08e-06; 1.85e-03; 6.64e-05; 3.69e-07
 32.00;track;r; 6.61646e+06; 28.278;  5.551;4.474;0.5474;0.4388; 8.48e-04; 8.54e-05; 4.89e-03; 2.73e-03; 1.87e-06; 5.06e-06; 1.85e-03; 6.61e-05; 3.64e-07
 32.00;track;r; 6.61913e+06; 28.275;  5.552;4.474;0.5472;0.4389; 8.48e-04; 8.54e-05; 4.89e-03; 2.73e-03; 1.87e-06; 5.05e-06; 1.85e-03; 6.61e-05; 3.63e-07
 32.00;track;r; 6.62177e+06; 28.272;  5.552;4.474;0.5471;0.4390; 8.47e-04; 8.54e-05; 4.89e-03; 2.73e-03; 1.87e-06; 5.05e-06; 1.85e-03; 6.61e-05; 3.63e-07
 32.00;track;r; 6.62449e+06; 28.269;  5.553;4.474;0.5470;0.4391; 8.47e-04; 8.54e-05; 4.89e-03; 2.73e-03; 1.87e-06; 5.05e-06; 1.85e-03; 6.61e-05; 3.63e-07
 32.00;track;r; 6.62700e+06; 28.266;  5.553;4.474;0.5469;0.4392; 8.47e-04; 8.54e-05; 4.90e-03; 2.73e-03; 1.87e-06; 5.05e-06; 1.85e-03; 6.60e-05; 3.62e-07
 32.00;track;r; 6.62973e+06; 28.263;  5.553;4.474;0.5468;0.4394; 8.46e-04; 8.54e-05; 4.90e-03; 2.73e-03; 1.87e-06; 5.05e-06; 1.85e-03; 6.60e-05; 3.62e-07
 32.00;track;r; 6.63230e+06; 28.261;  5.554;4.474;0.5466;0.4395; 8.46e-04; 8.54e-05; 4.90e-03; 2.73e-03; 1.86e-06; 5.04e-06; 1.85e-03; 6.60e-05; 3.61e-07
