#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-07T01:04:13 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-07T01:04:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=1000&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/tables&-order=I&-out=Mini&Mini=85&-out=track&track=track&Zini=0.014&-out=Rot&Rot=r&-out=Time&-out=Mass&-out=logL&-out=logTe&-out=X&-out=Y&-out=C12&-out=C13&-out=N14&-out=O16&-out=O17&-out=O18&-out=Ne20&-out=Ne22&-out=Al26&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	track	(a5)	Evolutionary trask for this mass	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Time	(E12.5)	Age	[ucd=time.age]
#Column	Mass	(F7.3)	Actual mass	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	X	(F6.4)	H surface abundance (mass fraction)	[ucd=phys.abund.Fe]
#Column	Y	(F6.4)	He surface abundance (mass fraction)	[ucd=phys.abund.Y]
#Column	C12	(E9.2)	12C surface abundance (mass fraction)	[ucd=meta.note]
#Column	C13	(E9.2)	13C surface abundance (mass fraction)	[ucd=meta.note]
#Column	N14	(E9.2)	14N surface abundance (mass fraction)	[ucd=meta.note]
#Column	O16	(E9.2)	16O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O17	(E9.2)	17O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O18	(E9.2)	18O surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne20	(E9.2)	20Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne22	(E9.2)	22Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Al26	(E9.2)	26Al surface abundance (mass fraction)	[ucd=phys.abund]
Mini;track;Rot;Time;Mass;logL;logTe;X;Y;C12;C13;N14;O16;O17;O18;Ne20;Ne22;Al26
 85.00;track;r; 1.70755e+05; 84.236;  5.976;4.695;0.7200;0.2660; 2.28e-03; 2.77e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 6.57e-11
 85.00;track;r; 1.81491e+05; 84.187;  5.976;4.694;0.7200;0.2660; 2.28e-03; 2.77e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 1.51e-10
 85.00;track;r; 1.92230e+05; 84.138;  5.977;4.694;0.7200;0.2660; 2.28e-03; 2.77e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 3.10e-10
 85.00;track;r; 2.02970e+05; 84.088;  5.977;4.694;0.7200;0.2660; 2.28e-03; 2.77e-05; 6.59e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 5.89e-10
 85.00;track;r; 2.13782e+05; 84.038;  5.978;4.693;0.7200;0.2660; 2.28e-03; 2.78e-05; 6.60e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 9.96e-10
 85.00;track;r; 2.24596e+05; 83.988;  5.978;4.693;0.7200;0.2660; 2.28e-03; 2.78e-05; 6.60e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 1.60e-09
 85.00;track;r; 2.35413e+05; 83.937;  5.979;4.693;0.7200;0.2660; 2.28e-03; 2.78e-05; 6.61e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 2.52e-09
 85.00;track;r; 2.46012e+05; 83.888;  5.979;4.692;0.7200;0.2660; 2.28e-03; 2.78e-05; 6.62e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 3.71e-09
 85.00;track;r; 2.56675e+05; 83.838;  5.979;4.692;0.7200;0.2660; 2.28e-03; 2.79e-05; 6.64e-04; 5.72e-03; 2.27e-06; 1.29e-05; 1.88e-03; 1.52e-04; 5.28e-09
 85.00;track;r; 2.67679e+05; 83.786;  5.980;4.692;0.7200;0.2660; 2.28e-03; 2.79e-05; 6.66e-04; 5.72e-03; 2.28e-06; 1.29e-05; 1.88e-03; 1.52e-04; 7.56e-09
 85.00;track;r; 2.78395e+05; 83.735;  5.980;4.692;0.7200;0.2660; 2.28e-03; 2.80e-05; 6.68e-04; 5.72e-03; 2.28e-06; 1.29e-05; 1.88e-03; 1.52e-04; 1.03e-08
 85.00;track;r; 2.89055e+05; 83.684;  5.981;4.691;0.7200;0.2660; 2.27e-03; 2.80e-05; 6.71e-04; 5.71e-03; 2.29e-06; 1.28e-05; 1.88e-03; 1.52e-04; 1.37e-08
 85.00;track;r; 3.00024e+05; 83.632;  5.981;4.691;0.7200;0.2660; 2.27e-03; 2.81e-05; 6.75e-04; 5.71e-03; 2.29e-06; 1.28e-05; 1.88e-03; 1.52e-04; 1.83e-08
 85.00;track;r; 3.10584e+05; 83.582;  5.982;4.691;0.7200;0.2660; 2.27e-03; 2.82e-05; 6.79e-04; 5.71e-03; 2.30e-06; 1.28e-05; 1.88e-03; 1.51e-04; 2.37e-08
 85.00;track;r; 3.21601e+05; 83.529;  5.982;4.691;0.7200;0.2660; 2.27e-03; 2.82e-05; 6.84e-04; 5.71e-03; 2.30e-06; 1.28e-05; 1.88e-03; 1.51e-04; 3.06e-08
 85.00;track;r; 3.32159e+05; 83.478;  5.983;4.690;0.7200;0.2660; 2.26e-03; 2.83e-05; 6.90e-04; 5.71e-03; 2.31e-06; 1.28e-05; 1.88e-03; 1.51e-04; 3.82e-08
 85.00;track;r; 3.43004e+05; 83.425;  5.983;4.690;0.7199;0.2660; 2.26e-03; 2.83e-05; 6.97e-04; 5.71e-03; 2.32e-06; 1.28e-05; 1.88e-03; 1.51e-04; 4.72e-08
 85.00;track;r; 3.53754e+05; 83.373;  5.984;4.690;0.7199;0.2660; 2.25e-03; 2.84e-05; 7.04e-04; 5.70e-03; 2.33e-06; 1.27e-05; 1.88e-03; 1.51e-04; 5.86e-08
 85.00;track;r; 3.64564e+05; 83.321;  5.984;4.690;0.7199;0.2660; 2.25e-03; 2.85e-05; 7.13e-04; 5.70e-03; 2.34e-06; 1.27e-05; 1.88e-03; 1.51e-04; 7.10e-08
 85.00;track;r; 3.75446e+05; 83.267;  5.984;4.689;0.7199;0.2661; 2.24e-03; 2.85e-05; 7.23e-04; 5.70e-03; 2.35e-06; 1.27e-05; 1.88e-03; 1.50e-04; 8.65e-08
 85.00;track;r; 3.86383e+05; 83.214;  5.985;4.689;0.7199;0.2661; 2.24e-03; 2.86e-05; 7.34e-04; 5.69e-03; 2.36e-06; 1.26e-05; 1.88e-03; 1.50e-04; 1.04e-07
 85.00;track;r; 3.96882e+05; 83.162;  5.985;4.689;0.7198;0.2661; 2.23e-03; 2.86e-05; 7.46e-04; 5.69e-03; 2.38e-06; 1.26e-05; 1.88e-03; 1.50e-04; 1.22e-07
 85.00;track;r; 4.07911e+05; 83.108;  5.986;4.689;0.7198;0.2661; 2.23e-03; 2.87e-05; 7.59e-04; 5.68e-03; 2.39e-06; 1.26e-05; 1.88e-03; 1.50e-04; 1.45e-07
 85.00;track;r; 4.18575e+05; 83.055;  5.986;4.689;0.7198;0.2662; 2.22e-03; 2.87e-05; 7.74e-04; 5.67e-03; 2.40e-06; 1.25e-05; 1.88e-03; 1.49e-04; 1.69e-07
 85.00;track;r; 4.29341e+05; 83.001;  5.987;4.689;0.7197;0.2662; 2.21e-03; 2.88e-05; 7.90e-04; 5.67e-03; 2.42e-06; 1.25e-05; 1.88e-03; 1.49e-04; 1.97e-07
 85.00;track;r; 4.40365e+05; 82.946;  5.987;4.688;0.7197;0.2663; 2.20e-03; 2.88e-05; 8.08e-04; 5.66e-03; 2.43e-06; 1.24e-05; 1.88e-03; 1.49e-04; 2.27e-07
 85.00;track;r; 4.50867e+05; 82.894;  5.988;4.688;0.7196;0.2663; 2.19e-03; 2.89e-05; 8.26e-04; 5.65e-03; 2.45e-06; 1.24e-05; 1.88e-03; 1.48e-04; 2.60e-07
 85.00;track;r; 4.61625e+05; 82.840;  5.988;4.688;0.7196;0.2664; 2.18e-03; 2.89e-05; 8.46e-04; 5.64e-03; 2.46e-06; 1.23e-05; 1.88e-03; 1.48e-04; 2.96e-07
 85.00;track;r; 4.72643e+05; 82.784;  5.989;4.688;0.7195;0.2664; 2.17e-03; 2.89e-05; 8.69e-04; 5.63e-03; 2.48e-06; 1.22e-05; 1.88e-03; 1.47e-04; 3.39e-07
 85.00;track;r; 4.83313e+05; 82.730;  5.989;4.688;0.7194;0.2665; 2.16e-03; 2.89e-05; 8.93e-04; 5.61e-03; 2.49e-06; 1.22e-05; 1.88e-03; 1.46e-04; 3.84e-07
 85.00;track;r; 4.93932e+05; 82.676;  5.990;4.687;0.7193;0.2666; 2.15e-03; 2.90e-05; 9.18e-04; 5.60e-03; 2.51e-06; 1.21e-05; 1.88e-03; 1.46e-04; 4.30e-07
 85.00;track;r; 5.04933e+05; 82.620;  5.990;4.687;0.7192;0.2667; 2.14e-03; 2.90e-05; 9.45e-04; 5.59e-03; 2.53e-06; 1.20e-05; 1.88e-03; 1.45e-04; 4.83e-07
 85.00;track;r; 5.15536e+05; 82.566;  5.991;4.687;0.7191;0.2668; 2.12e-03; 2.90e-05; 9.73e-04; 5.57e-03; 2.54e-06; 1.20e-05; 1.88e-03; 1.45e-04; 5.37e-07
 85.00;track;r; 5.26158e+05; 82.512;  5.991;4.687;0.7190;0.2669; 2.11e-03; 2.90e-05; 1.00e-03; 5.55e-03; 2.56e-06; 1.19e-05; 1.88e-03; 1.44e-04; 5.98e-07
 85.00;track;r; 5.37017e+05; 82.456;  5.992;4.687;0.7189;0.2670; 2.10e-03; 2.90e-05; 1.04e-03; 5.54e-03; 2.57e-06; 1.18e-05; 1.88e-03; 1.43e-04; 6.60e-07
 85.00;track;r; 5.47710e+05; 82.400;  5.992;4.686;0.7188;0.2672; 2.08e-03; 2.90e-05; 1.07e-03; 5.52e-03; 2.59e-06; 1.17e-05; 1.88e-03; 1.42e-04; 7.28e-07
 85.00;track;r; 5.58663e+05; 82.344;  5.993;4.686;0.7186;0.2673; 2.07e-03; 2.89e-05; 1.11e-03; 5.50e-03; 2.60e-06; 1.16e-05; 1.88e-03; 1.41e-04; 8.01e-07
 85.00;track;r; 5.69424e+05; 82.288;  5.993;4.686;0.7184;0.2675; 2.05e-03; 2.89e-05; 1.14e-03; 5.47e-03; 2.62e-06; 1.15e-05; 1.88e-03; 1.41e-04; 8.78e-07
 85.00;track;r; 5.80216e+05; 82.231;  5.994;4.686;0.7183;0.2677; 2.04e-03; 2.89e-05; 1.18e-03; 5.45e-03; 2.63e-06; 1.15e-05; 1.88e-03; 1.40e-04; 9.56e-07
 85.00;track;r; 5.90950e+05; 82.175;  5.994;4.686;0.7181;0.2679; 2.02e-03; 2.89e-05; 1.22e-03; 5.43e-03; 2.65e-06; 1.14e-05; 1.88e-03; 1.39e-04; 1.04e-06
 85.00;track;r; 6.01669e+05; 82.119;  5.995;4.686;0.7179;0.2681; 2.00e-03; 2.88e-05; 1.26e-03; 5.40e-03; 2.66e-06; 1.13e-05; 1.88e-03; 1.38e-04; 1.13e-06
 85.00;track;r; 6.12537e+05; 82.061;  5.996;4.686;0.7177;0.2683; 1.99e-03; 2.88e-05; 1.30e-03; 5.38e-03; 2.67e-06; 1.12e-05; 1.88e-03; 1.37e-04; 1.21e-06
 85.00;track;r; 6.23157e+05; 82.005;  5.996;4.686;0.7174;0.2685; 1.97e-03; 2.87e-05; 1.35e-03; 5.35e-03; 2.68e-06; 1.11e-05; 1.88e-03; 1.36e-04; 1.31e-06
 85.00;track;r; 6.33974e+05; 81.947;  5.997;4.685;0.7172;0.2688; 1.95e-03; 2.87e-05; 1.39e-03; 5.32e-03; 2.69e-06; 1.10e-05; 1.88e-03; 1.35e-04; 1.41e-06
 85.00;track;r; 6.44705e+05; 81.890;  5.997;4.685;0.7169;0.2690; 1.93e-03; 2.86e-05; 1.44e-03; 5.29e-03; 2.70e-06; 1.09e-05; 1.88e-03; 1.33e-04; 1.51e-06
 85.00;track;r; 6.55470e+05; 81.833;  5.998;4.685;0.7166;0.2693; 1.92e-03; 2.86e-05; 1.49e-03; 5.26e-03; 2.71e-06; 1.08e-05; 1.88e-03; 1.32e-04; 1.61e-06
 85.00;track;r; 6.66065e+05; 81.776;  5.998;4.685;0.7164;0.2696; 1.90e-03; 2.85e-05; 1.54e-03; 5.23e-03; 2.72e-06; 1.06e-05; 1.88e-03; 1.31e-04; 1.72e-06
 85.00;track;r; 6.77007e+05; 81.717;  5.999;4.685;0.7160;0.2699; 1.88e-03; 2.85e-05; 1.59e-03; 5.19e-03; 2.72e-06; 1.05e-05; 1.88e-03; 1.30e-04; 1.83e-06
 85.00;track;r; 6.87731e+05; 81.659;  5.999;4.685;0.7157;0.2702; 1.86e-03; 2.84e-05; 1.64e-03; 5.16e-03; 2.73e-06; 1.04e-05; 1.88e-03; 1.29e-04; 1.94e-06
 85.00;track;r; 6.98233e+05; 81.602;  6.000;4.685;0.7154;0.2706; 1.84e-03; 2.84e-05; 1.69e-03; 5.13e-03; 2.74e-06; 1.03e-05; 1.88e-03; 1.28e-04; 2.05e-06
 85.00;track;r; 7.09034e+05; 81.543;  6.000;4.685;0.7150;0.2709; 1.82e-03; 2.83e-05; 1.75e-03; 5.09e-03; 2.74e-06; 1.02e-05; 1.88e-03; 1.26e-04; 2.16e-06
 85.00;track;r; 7.19820e+05; 81.484;  6.001;4.685;0.7147;0.2713; 1.80e-03; 2.82e-05; 1.80e-03; 5.06e-03; 2.74e-06; 1.01e-05; 1.88e-03; 1.25e-04; 2.28e-06
 85.00;track;r; 7.30646e+05; 81.425;  6.001;4.684;0.7143;0.2717; 1.79e-03; 2.81e-05; 1.85e-03; 5.02e-03; 2.74e-06; 1.00e-05; 1.88e-03; 1.24e-04; 2.40e-06
 85.00;track;r; 7.41300e+05; 81.366;  6.002;4.684;0.7139;0.2721; 1.77e-03; 2.81e-05; 1.91e-03; 4.98e-03; 2.75e-06; 9.89e-06; 1.88e-03; 1.23e-04; 2.52e-06
 85.00;track;r; 7.51991e+05; 81.307;  6.002;4.684;0.7135;0.2725; 1.75e-03; 2.80e-05; 1.96e-03; 4.95e-03; 2.75e-06; 9.78e-06; 1.88e-03; 1.21e-04; 2.64e-06
 85.00;track;r; 7.62719e+05; 81.248;  6.003;4.684;0.7130;0.2729; 1.73e-03; 2.79e-05; 2.02e-03; 4.91e-03; 2.74e-06; 9.66e-06; 1.88e-03; 1.20e-04; 2.76e-06
 85.00;track;r; 7.73486e+05; 81.188;  6.004;4.684;0.7126;0.2734; 1.71e-03; 2.79e-05; 2.08e-03; 4.87e-03; 2.74e-06; 9.55e-06; 1.87e-03; 1.19e-04; 2.88e-06
 85.00;track;r; 7.84076e+05; 81.129;  6.004;4.684;0.7121;0.2739; 1.69e-03; 2.78e-05; 2.13e-03; 4.83e-03; 2.74e-06; 9.44e-06; 1.87e-03; 1.18e-04; 3.01e-06
 85.00;track;r; 7.94703e+05; 81.069;  6.005;4.684;0.7116;0.2744; 1.67e-03; 2.77e-05; 2.19e-03; 4.79e-03; 2.74e-06; 9.33e-06; 1.87e-03; 1.16e-04; 3.14e-06
 85.00;track;r; 8.05582e+05; 81.008;  6.005;4.684;0.7111;0.2749; 1.65e-03; 2.76e-05; 2.25e-03; 4.74e-03; 2.73e-06; 9.21e-06; 1.87e-03; 1.15e-04; 3.27e-06
 85.00;track;r; 8.16230e+05; 80.948;  6.006;4.684;0.7106;0.2754; 1.63e-03; 2.75e-05; 2.31e-03; 4.70e-03; 2.73e-06; 9.10e-06; 1.87e-03; 1.14e-04; 3.40e-06
 85.00;track;r; 8.27184e+05; 80.886;  6.006;4.684;0.7100;0.2760; 1.61e-03; 2.75e-05; 2.38e-03; 4.66e-03; 2.72e-06; 8.98e-06; 1.87e-03; 1.12e-04; 3.54e-06
 85.00;track;r; 8.37634e+05; 80.827;  6.007;4.684;0.7094;0.2766; 1.59e-03; 2.74e-05; 2.43e-03; 4.62e-03; 2.71e-06; 8.87e-06; 1.87e-03; 1.11e-04; 3.66e-06
 85.00;track;r; 8.48313e+05; 80.766;  6.007;4.684;0.7089;0.2771; 1.57e-03; 2.73e-05; 2.49e-03; 4.57e-03; 2.70e-06; 8.76e-06; 1.87e-03; 1.10e-04; 3.79e-06
 85.00;track;r; 8.59088e+05; 80.704;  6.008;4.684;0.7082;0.2777; 1.55e-03; 2.72e-05; 2.56e-03; 4.53e-03; 2.69e-06; 8.64e-06; 1.87e-03; 1.08e-04; 3.93e-06
 85.00;track;r; 8.69903e+05; 80.642;  6.009;4.684;0.7076;0.2784; 1.53e-03; 2.71e-05; 2.62e-03; 4.48e-03; 2.68e-06; 8.53e-06; 1.87e-03; 1.07e-04; 4.07e-06
 85.00;track;r; 8.80318e+05; 80.582;  6.009;4.684;0.7070;0.2790; 1.51e-03; 2.71e-05; 2.68e-03; 4.44e-03; 2.67e-06; 8.41e-06; 1.87e-03; 1.06e-04; 4.21e-06
 85.00;track;r; 8.91038e+05; 80.520;  6.010;4.684;0.7063;0.2797; 1.49e-03; 2.70e-05; 2.74e-03; 4.39e-03; 2.66e-06; 8.30e-06; 1.87e-03; 1.04e-04; 4.34e-06
 85.00;track;r; 9.01619e+05; 80.459;  6.010;4.683;0.7056;0.2804; 1.47e-03; 2.69e-05; 2.81e-03; 4.35e-03; 2.65e-06; 8.19e-06; 1.87e-03; 1.03e-04; 4.47e-06
 85.00;track;r; 9.12383e+05; 80.396;  6.011;4.683;0.7049;0.2811; 1.46e-03; 2.68e-05; 2.87e-03; 4.30e-03; 2.64e-06; 8.07e-06; 1.87e-03; 1.02e-04; 4.61e-06
 85.00;track;r; 9.22725e+05; 80.336;  6.011;4.683;0.7042;0.2819; 1.44e-03; 2.67e-05; 2.93e-03; 4.26e-03; 2.62e-06; 7.96e-06; 1.87e-03; 1.00e-04; 4.75e-06
 85.00;track;r; 1.08212e+06; 79.381;  6.020;4.684;0.6908;0.2952; 1.16e-03; 2.56e-05; 3.87e-03; 3.55e-03; 2.35e-06; 6.36e-06; 1.87e-03; 8.11e-05; 6.70e-06
 85.00;track;r; 1.23798e+06; 78.397;  6.029;4.685;0.6735;0.3126; 9.22e-04; 2.46e-05; 4.74e-03; 2.88e-03; 2.02e-06; 4.96e-06; 1.87e-03; 6.41e-05; 8.32e-06
 85.00;track;r; 1.39264e+06; 77.370;  6.038;4.687;0.6531;0.3330; 7.25e-04; 2.39e-05; 5.49e-03; 2.29e-03; 1.68e-06; 3.80e-06; 1.86e-03; 4.99e-05; 9.45e-06
 85.00;track;r; 1.54660e+06; 76.290;  6.047;4.689;0.6291;0.3571; 5.64e-04; 2.34e-05; 6.12e-03; 1.79e-03; 1.37e-06; 2.86e-06; 1.86e-03; 3.83e-05; 1.02e-05
 85.00;track;r; 1.69709e+06; 75.174;  6.057;4.693;0.6002;0.3860; 4.28e-04; 2.30e-05; 6.66e-03; 1.35e-03; 1.08e-06; 2.05e-06; 1.85e-03; 2.84e-05; 1.07e-05
 85.00;track;r; 1.83799e+06; 74.074;  6.066;4.697;0.5704;0.4159; 3.26e-04; 2.28e-05; 7.08e-03; 1.01e-03; 8.56e-07; 1.45e-06; 1.85e-03; 2.10e-05; 1.08e-05
