#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-07T03:02:20 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-07T03:02:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/tables&-order=I&-out=Mini&Mini=1&-out=track&track=track&Zini=0.014&-out=Rot&Rot=r&-out=Time&-out=Mass&-out=logL&-out=logTe&-out=X&-out=Y&-out=C12&-out=C13&-out=N14&-out=O16&-out=O17&-out=O18&-out=Ne20&-out=Ne22&-out=Al26&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	track	(a5)	Evolutionary trask for this mass	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Time	(E12.5)	Age	[ucd=time.age]
#Column	Mass	(F7.3)	Actual mass	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	X	(F6.4)	H surface abundance (mass fraction)	[ucd=phys.abund.Fe]
#Column	Y	(F6.4)	He surface abundance (mass fraction)	[ucd=phys.abund.Y]
#Column	C12	(E9.2)	12C surface abundance (mass fraction)	[ucd=meta.note]
#Column	C13	(E9.2)	13C surface abundance (mass fraction)	[ucd=meta.note]
#Column	N14	(E9.2)	14N surface abundance (mass fraction)	[ucd=meta.note]
#Column	O16	(E9.2)	16O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O17	(E9.2)	17O surface abundance (mass fraction)	[ucd=meta.note]
#Column	O18	(E9.2)	18O surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne20	(E9.2)	20Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Ne22	(E9.2)	22Ne surface abundance (mass fraction)	[ucd=meta.note]
#Column	Al26	(E9.2)	26Al surface abundance (mass fraction)	[ucd=phys.abund]
Mini;track;Rot;Time;Mass;logL;logTe;X;Y;C12;C13;N14;O16;O17;O18;Ne20;Ne22;Al26
  1.00;track;r; 1.49163e+09;  1.000; -0.100;3.756;0.7233;0.2625; 2.26e-03; 2.78e-05; 6.53e-04; 5.67e-03; 2.25e-06; 1.28e-05; 1.86e-03; 1.51e-04; 0.00e+00
  1.00;track;r; 1.58669e+09;  1.000; -0.098;3.756;0.7235;0.2623; 2.26e-03; 2.78e-05; 6.53e-04; 5.67e-03; 2.25e-06; 1.28e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 1.69760e+09;  1.000; -0.095;3.757;0.7237;0.2621; 2.26e-03; 2.79e-05; 6.53e-04; 5.67e-03; 2.24e-06; 1.28e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 1.79266e+09;  1.000; -0.093;3.757;0.7238;0.2619; 2.26e-03; 2.80e-05; 6.52e-04; 5.67e-03; 2.24e-06; 1.28e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 1.90357e+09;  1.000; -0.090;3.757;0.7240;0.2617; 2.26e-03; 2.81e-05; 6.52e-04; 5.66e-03; 2.24e-06; 1.28e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 1.99863e+09;  1.000; -0.088;3.757;0.7242;0.2615; 2.26e-03; 2.82e-05; 6.52e-04; 5.66e-03; 2.24e-06; 1.27e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.10954e+09;  1.000; -0.085;3.757;0.7243;0.2614; 2.25e-03; 2.83e-05; 6.51e-04; 5.66e-03; 2.24e-06; 1.27e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.20461e+09;  1.000; -0.082;3.757;0.7245;0.2612; 2.25e-03; 2.85e-05; 6.51e-04; 5.66e-03; 2.24e-06; 1.27e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.29967e+09;  1.000; -0.079;3.758;0.7246;0.2610; 2.25e-03; 2.86e-05; 6.51e-04; 5.65e-03; 2.24e-06; 1.27e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.41058e+09;  1.000; -0.076;3.758;0.7248;0.2608; 2.25e-03; 2.88e-05; 6.51e-04; 5.65e-03; 2.24e-06; 1.27e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.50564e+09;  1.000; -0.074;3.758;0.7250;0.2607; 2.25e-03; 2.89e-05; 6.50e-04; 5.65e-03; 2.24e-06; 1.27e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.61655e+09;  1.000; -0.071;3.758;0.7251;0.2605; 2.25e-03; 2.91e-05; 6.50e-04; 5.64e-03; 2.23e-06; 1.27e-05; 1.86e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.71162e+09;  1.000; -0.068;3.758;0.7253;0.2603; 2.25e-03; 2.93e-05; 6.50e-04; 5.64e-03; 2.23e-06; 1.27e-05; 1.85e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.80668e+09;  1.000; -0.065;3.758;0.7254;0.2602; 2.25e-03; 2.95e-05; 6.50e-04; 5.64e-03; 2.23e-06; 1.27e-05; 1.85e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 2.91759e+09;  1.000; -0.062;3.758;0.7256;0.2600; 2.24e-03; 2.97e-05; 6.49e-04; 5.64e-03; 2.23e-06; 1.27e-05; 1.85e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 3.01265e+09;  1.000; -0.059;3.759;0.7257;0.2598; 2.24e-03; 2.99e-05; 6.49e-04; 5.64e-03; 2.23e-06; 1.27e-05; 1.85e-03; 1.50e-04; 0.00e+00
  1.00;track;r; 3.10772e+09;  1.000; -0.057;3.759;0.7259;0.2597; 2.24e-03; 3.00e-05; 6.49e-04; 5.63e-03; 2.23e-06; 1.27e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.20278e+09;  1.000; -0.054;3.759;0.7260;0.2595; 2.24e-03; 3.02e-05; 6.49e-04; 5.63e-03; 2.23e-06; 1.27e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.31369e+09;  1.000; -0.051;3.759;0.7262;0.2594; 2.24e-03; 3.05e-05; 6.49e-04; 5.63e-03; 2.23e-06; 1.27e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.40875e+09;  1.000; -0.048;3.759;0.7263;0.2592; 2.24e-03; 3.07e-05; 6.48e-04; 5.63e-03; 2.23e-06; 1.27e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.50382e+09;  1.000; -0.045;3.759;0.7264;0.2591; 2.24e-03; 3.09e-05; 6.48e-04; 5.62e-03; 2.22e-06; 1.26e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.59888e+09;  1.000; -0.042;3.759;0.7266;0.2589; 2.23e-03; 3.11e-05; 6.48e-04; 5.62e-03; 2.22e-06; 1.26e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.70979e+09;  1.000; -0.039;3.759;0.7267;0.2587; 2.23e-03; 3.13e-05; 6.48e-04; 5.62e-03; 2.22e-06; 1.26e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.80486e+09;  1.000; -0.036;3.760;0.7268;0.2586; 2.23e-03; 3.15e-05; 6.48e-04; 5.62e-03; 2.22e-06; 1.26e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.89992e+09;  1.000; -0.033;3.760;0.7270;0.2584; 2.23e-03; 3.17e-05; 6.48e-04; 5.61e-03; 2.22e-06; 1.26e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 3.99498e+09;  1.000; -0.030;3.760;0.7271;0.2583; 2.23e-03; 3.19e-05; 6.47e-04; 5.61e-03; 2.22e-06; 1.26e-05; 1.85e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 4.09005e+09;  1.000; -0.027;3.760;0.7273;0.2582; 2.23e-03; 3.21e-05; 6.47e-04; 5.61e-03; 2.22e-06; 1.26e-05; 1.84e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 4.18511e+09;  1.000; -0.024;3.760;0.7274;0.2580; 2.23e-03; 3.23e-05; 6.47e-04; 5.61e-03; 2.22e-06; 1.26e-05; 1.84e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 4.28018e+09;  1.000; -0.020;3.760;0.7275;0.2579; 2.23e-03; 3.25e-05; 6.47e-04; 5.61e-03; 2.22e-06; 1.26e-05; 1.84e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 4.39109e+09;  1.000; -0.017;3.760;0.7277;0.2577; 2.22e-03; 3.28e-05; 6.47e-04; 5.60e-03; 2.22e-06; 1.26e-05; 1.84e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 4.48615e+09;  1.000; -0.014;3.761;0.7278;0.2576; 2.22e-03; 3.30e-05; 6.47e-04; 5.60e-03; 2.22e-06; 1.26e-05; 1.84e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 4.58121e+09;  1.000; -0.011;3.761;0.7279;0.2574; 2.22e-03; 3.32e-05; 6.46e-04; 5.60e-03; 2.21e-06; 1.26e-05; 1.84e-03; 1.49e-04; 0.00e+00
  1.00;track;r; 4.67628e+09;  1.000; -0.007;3.761;0.7280;0.2573; 2.22e-03; 3.34e-05; 6.46e-04; 5.60e-03; 2.21e-06; 1.26e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 4.77134e+09;  1.000; -0.004;3.761;0.7282;0.2572; 2.22e-03; 3.36e-05; 6.46e-04; 5.59e-03; 2.21e-06; 1.26e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 4.86641e+09;  1.000; -0.001;3.761;0.7283;0.2570; 2.22e-03; 3.38e-05; 6.46e-04; 5.59e-03; 2.21e-06; 1.26e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 4.96147e+09;  1.000;  0.002;3.761;0.7284;0.2569; 2.22e-03; 3.40e-05; 6.46e-04; 5.59e-03; 2.21e-06; 1.26e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.05654e+09;  1.000;  0.006;3.761;0.7285;0.2568; 2.21e-03; 3.42e-05; 6.46e-04; 5.59e-03; 2.21e-06; 1.25e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.15160e+09;  1.000;  0.009;3.762;0.7287;0.2566; 2.21e-03; 3.44e-05; 6.46e-04; 5.59e-03; 2.21e-06; 1.25e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.24666e+09;  1.000;  0.012;3.762;0.7288;0.2565; 2.21e-03; 3.46e-05; 6.46e-04; 5.58e-03; 2.21e-06; 1.25e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.34173e+09;  1.000;  0.016;3.762;0.7289;0.2564; 2.21e-03; 3.48e-05; 6.46e-04; 5.58e-03; 2.21e-06; 1.25e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.42095e+09;  1.000;  0.018;3.762;0.7290;0.2562; 2.21e-03; 3.49e-05; 6.45e-04; 5.58e-03; 2.21e-06; 1.25e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.51601e+09;  1.000;  0.022;3.762;0.7291;0.2561; 2.21e-03; 3.52e-05; 6.45e-04; 5.58e-03; 2.21e-06; 1.25e-05; 1.84e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.61108e+09;  1.000;  0.025;3.762;0.7292;0.2560; 2.21e-03; 3.53e-05; 6.45e-04; 5.58e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.70614e+09;  1.000;  0.029;3.762;0.7294;0.2559; 2.21e-03; 3.55e-05; 6.45e-04; 5.57e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.80121e+09;  1.000;  0.032;3.762;0.7295;0.2557; 2.21e-03; 3.57e-05; 6.45e-04; 5.57e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.89627e+09;  1.000;  0.036;3.762;0.7296;0.2556; 2.20e-03; 3.59e-05; 6.45e-04; 5.57e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 5.99133e+09;  1.000;  0.039;3.763;0.7297;0.2555; 2.20e-03; 3.61e-05; 6.45e-04; 5.57e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 6.08640e+09;  1.000;  0.043;3.763;0.7298;0.2554; 2.20e-03; 3.63e-05; 6.45e-04; 5.57e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 6.18146e+09;  1.000;  0.047;3.763;0.7300;0.2552; 2.20e-03; 3.65e-05; 6.45e-04; 5.56e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 6.27653e+09;  1.000;  0.050;3.763;0.7301;0.2551; 2.20e-03; 3.67e-05; 6.45e-04; 5.56e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.48e-04; 0.00e+00
  1.00;track;r; 6.35575e+09;  1.000;  0.053;3.763;0.7302;0.2550; 2.20e-03; 3.68e-05; 6.45e-04; 5.56e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 6.45081e+09;  1.000;  0.057;3.763;0.7303;0.2549; 2.20e-03; 3.70e-05; 6.45e-04; 5.56e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 6.54588e+09;  1.000;  0.061;3.763;0.7304;0.2548; 2.20e-03; 3.72e-05; 6.45e-04; 5.56e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 6.64094e+09;  1.000;  0.064;3.763;0.7305;0.2547; 2.19e-03; 3.74e-05; 6.44e-04; 5.55e-03; 2.20e-06; 1.25e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 6.73600e+09;  1.000;  0.068;3.763;0.7306;0.2545; 2.19e-03; 3.76e-05; 6.44e-04; 5.55e-03; 2.19e-06; 1.25e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 6.83107e+09;  1.000;  0.072;3.763;0.7307;0.2544; 2.19e-03; 3.78e-05; 6.44e-04; 5.55e-03; 2.19e-06; 1.24e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 6.92613e+09;  1.000;  0.076;3.763;0.7308;0.2543; 2.19e-03; 3.80e-05; 6.44e-04; 5.55e-03; 2.19e-06; 1.24e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.02120e+09;  1.000;  0.080;3.763;0.7309;0.2542; 2.19e-03; 3.81e-05; 6.44e-04; 5.55e-03; 2.19e-06; 1.24e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.10042e+09;  1.000;  0.083;3.763;0.7310;0.2541; 2.19e-03; 3.83e-05; 6.44e-04; 5.55e-03; 2.19e-06; 1.24e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.19548e+09;  1.000;  0.087;3.763;0.7311;0.2540; 2.19e-03; 3.85e-05; 6.44e-04; 5.54e-03; 2.19e-06; 1.24e-05; 1.83e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.29055e+09;  1.000;  0.091;3.763;0.7312;0.2539; 2.19e-03; 3.87e-05; 6.44e-04; 5.54e-03; 2.19e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.36977e+09;  1.000;  0.094;3.763;0.7313;0.2538; 2.19e-03; 3.88e-05; 6.44e-04; 5.54e-03; 2.19e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.46483e+09;  1.000;  0.098;3.763;0.7314;0.2537; 2.18e-03; 3.90e-05; 6.44e-04; 5.54e-03; 2.19e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.54405e+09;  1.000;  0.101;3.763;0.7315;0.2536; 2.18e-03; 3.91e-05; 6.44e-04; 5.54e-03; 2.19e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.63911e+09;  1.000;  0.105;3.763;0.7316;0.2535; 2.18e-03; 3.93e-05; 6.44e-04; 5.54e-03; 2.19e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.71833e+09;  1.000;  0.109;3.763;0.7316;0.2534; 2.18e-03; 3.95e-05; 6.44e-04; 5.53e-03; 2.19e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.79755e+09;  1.000;  0.112;3.763;0.7317;0.2533; 2.18e-03; 3.96e-05; 6.44e-04; 5.53e-03; 2.19e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.87678e+09;  1.000;  0.115;3.763;0.7318;0.2532; 2.18e-03; 3.98e-05; 6.44e-04; 5.53e-03; 2.19e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 7.95600e+09;  1.000;  0.118;3.763;0.7319;0.2532; 2.18e-03; 3.99e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 8.03522e+09;  1.000;  0.122;3.763;0.7319;0.2531; 2.18e-03; 4.00e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 8.09859e+09;  1.000;  0.124;3.763;0.7320;0.2530; 2.18e-03; 4.02e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 8.13028e+09;  1.000;  0.126;3.763;0.7320;0.2530; 2.18e-03; 4.02e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 8.14612e+09;  1.000;  0.126;3.763;0.7320;0.2530; 2.18e-03; 4.03e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 8.16197e+09;  1.000;  0.127;3.763;0.7321;0.2530; 2.18e-03; 4.03e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 8.17781e+09;  1.000;  0.128;3.763;0.7321;0.2529; 2.18e-03; 4.03e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 8.19366e+09;  1.000;  0.128;3.763;0.7321;0.2529; 2.18e-03; 4.03e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
  1.00;track;r; 8.20950e+09;  1.000;  0.129;3.763;0.7321;0.2529; 2.18e-03; 4.04e-05; 6.44e-04; 5.53e-03; 2.18e-06; 1.24e-05; 1.82e-03; 1.47e-04; 0.00e+00
